what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291598803425
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291598812378
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291598817318
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291598886225
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291598891013
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291598909525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291598913985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1291598929596
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1291598936473
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291598938443
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291599026549
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291599029538
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291599032934
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291599052221
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291599054904
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291599064237
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291599221549
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1291599232333
