what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.BreakpointView",1291596533103
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291596541987
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1291596553554
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1291596569433
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291596569453
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291596573218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291596583987
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596585019
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596595171
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596635661
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596652919
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1291596669955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291596675178
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596678887
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596706122
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1291596719094
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291596722258
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596728235
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596759190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596781943
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596817825
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291596829625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596833434
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596850441
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596857881
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596923444
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596924746
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596943103
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596967290
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596973388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291596981931
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597102833
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597111027
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597396125
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291597399496
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1291597401896
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1291597406370
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1291597407499
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1291597409169
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597415634
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597450991
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597500614
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597507782
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597512436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291597513708
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1291597513754
